SimX,Country,Region,TrainingOrganization,SiteLocation,ACMaker,ACFamily,ACTypes,ACSector,EngMakers,EngTypes,Cat,SimMaker,Date,IGMaker,IGModel,Windows,FOV,DisMaker,MotionType,MotionMaker,Level,RegLocation,Remarks,Web,Email,Tel,SWeb,SEmail,STel
FSI30008,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Beechcraft,Premier,Premier I,Business,Williams,FJ44-2A,2J,FSI,2001,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30010,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Bombardier,Lear40/45,Learjet 45,Business,Honeywell,TFE731-20BR,2J,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC
ANAC",Canada/Mexico/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30015,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Cessna,Caravan,Caravan 208,Utility,PWC,PT6A-114A,1P,FSI,1996,FSI,Vital X,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
TC
UKCAA
MDGAC",UK/Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30023,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Cessna,Caravan,Caravan 208,Utility,PWC,PT6A-114A,1P,FSI,2015,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC",Canada/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30024,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Cessna,Caravan,Caravan 208,Utility,PWC,PT6A-114A,1P,FSI,2016,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
CAAC
EASA
TC",China/USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30017,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Cessna,CitationJet,Citation CJ3+/Citation M2,Business,Williams,FJ44-1AP-21,2J,FSI,2013,FSI,Vital X,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
ANAC
EASA",USA/Europe/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI30018,USA,North America,FSI Wichita East Pilot Learning Center,"Wichita, KS",Cessna,Mustang,Citation Mustang,Business,PWC,PW615F,2J,FSI,2007,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
TC
MDGAC
EASA
ANAC",USA/Canada/Mexico,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16012,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Beechcraft,Hawker600,HS125-700,Business,Honeywell,TFE731-3-1H,2J,FSI,1986,FSI,Vital 8+,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
UKCAA
TC
MDGAC
FATA",USA/UK/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16010,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR,2J,FSI,2001,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
MDGAC
GACA",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16011,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Beechcraft,Hawker800,Hawker 800XP,Business,Honeywell,TFE731-5BR-1H,2J,FSI,2005,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
GACA",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16013,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Beechcraft,Premier,Premier I,Business,Williams,FJ44-2A,2J,FSI,2007,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"TC
EASA
FAA
MDGAC
ANAC",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16001,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Bombardier,Challenger300,Challenger 300,Business,Honeywell,HTF7000,2J,FSI,2006,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
MDGAC
ANAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16002,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Bombardier,Challenger600,Challenger 604,Business,GE,CF34-3B,2J,FSI,2001,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
GACA",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16016,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Bombardier,Challenger600,Challenger 605,Business,GE,CF34-3B,2J,FSI,2012,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
ANAC",USA/Europe/Brazil,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16003,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Bombardier,Global,Global Express,Business,RR,BR710A2-20,2J,FSI,2004,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
ANAC",USA/Europe/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16005,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Dassault,Falcon900,Falcon 900,Business,Honeywell,TFE731-5BR,3J,FSI,1987,FSI,Vital 8,3chCC,180x40,FSI,6H,FSI,FFS C,"FAA
TC
UKCAA
MDGAC",UK/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16006,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Gulfstream,Gulfstream200,G200,Business,PWC,PW306A,2J,FSI,2009,FSI,Vital X,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
TC
MDGAC",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16007,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Gulfstream,GulfstreamPV,G550,Business,RR,BR710C4-11,2J,FSI,2006,FSI,Vital 9,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA
TC
MDGAC
GACA",Canada/Europe/USA,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16009,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Gulfstream,GulfstreamPV,G-V,Business,RR,BR710-48,2J,FSI,2002,FSI,Vital 9,3chCC,180x40,FSI,6H,FSI,FFS D,"TC
EASA
FAA
MDGAC
UKCAA",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16017,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Gulfstream,GulfstreamPV,G650,Business,RR,BR725A1-12,2J,FSI,2016,FSI,Vital 1100,3chCC,180x40,FSI,6E,FSI/Moog,FFS D,"FAA
EASA",USA/Europe,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16008,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",Gulfstream,GulfstreamSPZ,G-IV,Business,RR,Tay MK 611-8,2J,FSI,2000,FSI,Vital 1100,3chCC,180x40,FSI,6H,FSI,FFS D,"FAA
TC
EASA
GACA",Europe/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16014,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",IAI,Westwind,Astra SP,Business,Honeywell,TFE731-3 ,2J,FSI,1991,FSI,Vital 4,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
UKCAA
TC
MDGAC",USA/Canada/UK,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
FSI16015,USA,North America,FSI Wilmington Learning Center,"New Castle, DE",IAI,Westwind,Westwind II,Business,Honeywell,TFE731-1100G,2J,FSI,1994,FSI,Vital 7,3ch/4w,150x40,FSI,6H,FSI,FFS C,"FAA
UKCAA
TC",UK/USA/Canada,,www.flightsafety.com/fs_location_global.php,John Slish <john.slish@flightsafety.com>,+1 514 6312084,,
